Hashtag_name,Following,Followers,Total_tweets,Activity_level,Semantic_similarity,Polarity,subjectivity,Degree Centrality,katz_centrality,betweenness_centrality,closeness_centrality,Page_rank,Label
LiraCovarde,0.04332095591735695,0.0029618595628226,0.009291590727145752,0.09349361692343702,0.5728708706452434,0.22288595810705975,0.1,0.02702702702702719,0.02679237382893171,0.0,0.5071388334953546,0.03913360235677099,0.0
breakfast,0.3672284109302104,0.07993556656389648,0.025881892043809297,0.006149009768719146,0.615068963822342,0.2440651667959658,0.2,0.013513513513513594,0.012898336491275175,0.0,0.010061156046557563,0.06480713784197206,0.0
croissant,0.3672284109302104,0.07993556656389648,0.025881892043809297,0.006149009768719146,0.6467545756063482,0.08847944142746314,0.2625,0.013513513513513594,0.012898336491275175,0.0,0.010061156046557563,0.06480713784197206,0.0
Catcoin,0.006474340664572027,0.00012124571309800118,0.0002597557444344138,1.8283357251617724e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.006474340664572027,0.00012124571309800118,0.0002597557444344138,1.8283357251617724e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.004570122822050843,1.732081615685731e-05,0.0002682723262191487,2.7971243504357737e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.004570122822050843,1.732081615685731e-05,0.0002682723262191487,2.7971243504357737e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.004570122822050843,0.0,0.00026401403532678124,3.873826564340865e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.004570122822050843,0.0,0.00026401403532678124,3.873826564340865e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.004570122822050843,5.196244847057193e-05,0.00026401403532678124,2.5081243004871138e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.004570122822050843,5.196244847057193e-05,0.00026401403532678124,2.5081243004871138e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.0046653337141769015,5.196244847057193e-05,0.00026401403532678124,2.1360174263219013e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.0046653337141769015,5.196244847057193e-05,0.00026401403532678124,2.1360174263219013e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.00485575549842902,5.196244847057193e-05,0.0002682723262191487,4.408916148269323e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.00485575549842902,5.196244847057193e-05,0.0002682723262191487,4.408916148269323e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.004570122822050843,8.660408078428655e-05,0.0002682723262191487,2.4272168056468102e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.004570122822050843,8.660408078428655e-05,0.0002682723262191487,2.4272168056468102e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.005617442635437494,6.928326462742924e-05,0.00027678890800388354,2.8280037742846914e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.005617442635437494,6.928326462742924e-05,0.00027678890800388354,2.8280037742846914e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.005522231743311435,6.928326462742924e-05,0.0003108552351428231,4.204289291714215e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.005522231743311435,6.928326462742924e-05,0.0003108552351428231,4.204289291714215e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.005617442635437494,0.0001385665292548585,0.000319371816927558,2.8249068944854407e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.005617442635437494,0.0001385665292548585,0.000319371816927558,2.8249068944854407e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.005903075311815672,0.0,0.0003321466896046603,3.70542719588662e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.005903075311815672,0.0,0.0003321466896046603,3.70542719588662e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.0061887079881938496,1.732081615685731e-05,0.00034917985317413006,7.586253407132792e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.0061887079881938496,1.732081615685731e-05,0.00034917985317413006,7.586253407132792e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.01970865467009426,0.00010392489694114386,0.0005706109795772369,0.00018327911774995945,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.01970865467009426,0.00010392489694114386,0.0005706109795772369,0.00018327911774995945,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.033323812244120725,8.660408078428655e-05,0.0003576964349588649,5.430618963349444e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.033323812244120725,8.660408078428655e-05,0.0003576964349588649,5.430618963349444e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.006474340664572027,1.732081615685731e-05,0.00040027934388253933,6.203599828230316e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.006474340664572027,1.732081615685731e-05,0.00040027934388253933,6.203599828230316e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.006569551556698086,3.464163231371462e-05,0.00040453763477490674,6.401040878845817e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.006569551556698086,3.464163231371462e-05,0.00040453763477490674,6.401040878845817e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.006950395125202323,0.00010392489694114386,0.00040027934388253933,9.382402025135376e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.006950395125202323,0.00010392489694114386,0.00040027934388253933,9.382402025135376e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.009330667428353803,0.0004503412200782901,0.0015457595939293806,0.00035321384990944193,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.009330667428353803,0.0004503412200782901,0.0015457595939293806,0.00035321384990944193,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007045606017328382,0.00010392489694114386,0.00040879592566727416,4.9638548840461246e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007045606017328382,0.00010392489694114386,0.00040879592566727416,4.9638548840461246e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007236027801580501,5.196244847057193e-05,0.00040453763477490674,7.810023205636982e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007236027801580501,5.196244847057193e-05,0.00040453763477490674,7.810023205636982e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.006569551556698086,5.196244847057193e-05,0.00040453763477490674,7.747066955603814e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.006569551556698086,5.196244847057193e-05,0.00040453763477490674,7.747066955603814e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007140816909454442,8.660408078428655e-05,0.0004300873801291114,4.699726205748406e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007140816909454442,8.660408078428655e-05,0.0004300873801291114,4.699726205748406e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.023612301247262688,0.0006408701978037205,0.0021376620279684546,0.0006006509318784367,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.023612301247262688,0.0006408701978037205,0.0021376620279684546,0.0006006509318784367,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007616871370084738,0.00019052897772543043,0.0004513788345909486,8.255355502676713e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007616871370084738,0.00019052897772543043,0.0004513788345909486,8.255355502676713e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.006950395125202323,5.196244847057193e-05,0.0004300873801291114,7.266698225273618e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.006950395125202323,5.196244847057193e-05,0.0004300873801291114,7.266698225273618e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.006950395125202323,1.732081615685731e-05,0.0004300873801291114,7.817737234164796e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.006950395125202323,1.732081615685731e-05,0.0004300873801291114,7.817737234164796e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007236027801580501,5.196244847057193e-05,0.0004300873801291114,7.342626472431255e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007236027801580501,5.196244847057193e-05,0.0004300873801291114,7.342626472431255e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007045606017328382,8.660408078428655e-05,0.0004215707983443765,5.228885784854454e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007045606017328382,8.660408078428655e-05,0.0004215707983443765,5.228885784854454e-05,0.4154054269112138,0.3379645955285986,0.45,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007140816909454442,5.196244847057193e-05,0.0004300873801291114,8.0131576971576e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007140816909454442,5.196244847057193e-05,0.0004300873801291114,8.0131576971576e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.008188136722841093,1.732081615685731e-05,0.00045989541637568343,0.00011488448054607551,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.008188136722841093,1.732081615685731e-05,0.00045989541637568343,0.00011488448054607551,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007712082262210797,1.732081615685731e-05,0.00042582908923674394,7.82979149548379e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007712082262210797,1.732081615685731e-05,0.00042582908923674394,7.82979149548379e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007045606017328382,5.196244847057193e-05,0.0004300873801291114,6.574521233693656e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007045606017328382,5.196244847057193e-05,0.0004300873801291114,6.574521233693656e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007616871370084738,6.928326462742924e-05,0.00040027934388253933,7.060623454453288e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007616871370084738,6.928326462742924e-05,0.00040027934388253933,7.060623454453288e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007521660477958678,0.0001732081615685731,0.000455637125483316,0.0001241106169885737,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007521660477958678,0.0001732081615685731,0.000455637125483316,0.0001241106169885737,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007236027801580501,1.732081615685731e-05,0.0004641537072680509,9.583438749935043e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007236027801580501,1.732081615685731e-05,0.0004641537072680509,9.583438749935043e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007236027801580501,6.928326462742924e-05,0.0004726702890527858,0.00011472653723889783,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007236027801580501,6.928326462742924e-05,0.0004726702890527858,0.00011472653723889783,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007521660477958678,3.464163231371462e-05,0.0005024783252993579,8.0036366474924e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007521660477958678,3.464163231371462e-05,0.0005024783252993579,8.0036366474924e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.008473769399219271,6.928326462742924e-05,0.0004939617435146229,9.901653601752064e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.008473769399219271,6.928326462742924e-05,0.0004939617435146229,9.901653601752064e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007521660477958678,5.196244847057193e-05,0.0005024783252993579,7.34771878448113e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007521660477958678,5.196244847057193e-05,0.0005024783252993579,7.34771878448113e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007616871370084738,0.00010392489694114386,0.0004939617435146229,7.36034451355992e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007616871370084738,0.00010392489694114386,0.0004939617435146229,7.36034451355992e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007616871370084738,8.660408078428655e-05,0.0004939617435146229,0.00014699335319805554,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007616871370084738,8.660408078428655e-05,0.0004939617435146229,0.00014699335319805554,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.00990193278111016,6.928326462742924e-05,0.0005067366161917253,7.20850399273609e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.00990193278111016,6.928326462742924e-05,0.0005067366161917253,7.20850399273609e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007521660477958678,3.464163231371462e-05,0.0005067366161917253,7.529420826336975e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007521660477958678,3.464163231371462e-05,0.0005067366161917253,7.529420826336975e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.0078072931543368565,8.660408078428655e-05,0.0005237697797611951,0.00011365716940631372,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.0078072931543368565,8.660408078428655e-05,0.0005237697797611951,0.00011365716940631372,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.009425878320479864,0.00010392489694114386,0.0005109949070840927,7.53729743915317e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.009425878320479864,0.00010392489694114386,0.0005109949070840927,7.53729743915317e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
Catcoin,0.007426449585832619,8.660408078428655e-05,0.0005067366161917253,7.285993577336517e-05,0.8903828012030776,0.27734678044996125,0.1178571428571428,0.05405405405405409,0.05161696902200818,0.000751087512126702,0.040244624186230045,0.11879346111287026,0.0
BNB,0.007426449585832619,8.660408078428655e-05,0.0005067366161917253,7.285993577336517e-05,0.4154054269112138,0.35129416743070735,0.5,0.013513513513513594,0.013289433788663409,0.0,0.021379956598934744,0.04111979859577853,0.0
